ELECTION_DATE,ELECTION_NAME,COUNTY_ID,COUNTY_NAME,BALLOT_MEASURE_ID,BALLOT_MEASURE_NAME,BALLOT_MEASURE_TITLE,YES_COUNT,NO_COUNT
11/08/2016,2016 Presidential General,29,Nevada,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"32,652","21,179"
11/08/2016,2016 Presidential General,29,Nevada,58,Proposition 58,English Proficiency. Multilingual Education.,"35,874","17,817"
11/08/2016,2016 Presidential General,29,Nevada,59,Proposition 59,Corporate Political Spending Advisory Question,"28,089","23,485"
11/08/2016,2016 Presidential General,29,Nevada,60,Proposition 60,Adult Film Condom Requirements,"17,336","34,921"
11/08/2016,2016 Presidential General,29,Nevada,61,Proposition 61,State Prescription Drug Purchase Standards,"23,397","29,657"
11/08/2016,2016 Presidential General,29,Nevada,62,Proposition 62,Repeal of Death Penalty,"23,691","30,198"
11/08/2016,2016 Presidential General,29,Nevada,63,Proposition 63,Firearms and Ammunition Sales,"26,132","28,544"
11/08/2016,2016 Presidential General,29,Nevada,64,Proposition 64,Marijuana Legalization,"29,342","26,083"
11/08/2016,2016 Presidential General,29,Nevada,65,Proposition 65,Carryout Bag Charges,"23,855","29,966"
11/08/2016,2016 Presidential General,29,Nevada,66,Proposition 66,Death Penalty Procedure Time Limits,"27,269","23,947"
11/08/2016,2016 Presidential General,29,Nevada,67,Proposition 67,Ban on Single-use Plastic Bags,"29,775","24,739"
11/08/2016,2016 Presidential General,30,Orange,51,Proposition 51,K-12 and Community College Facilities,"563,623","585,485"
11/08/2016,2016 Presidential General,30,Orange,52,Proposition 52,Medi-Cal Hospital Fee Program,"761,980","371,994"
11/08/2016,2016 Presidential General,30,Orange,53,Proposition 53,Voter Approval of Revenue Bonds,"634,740","476,694"
11/08/2016,2016 Presidential General,30,Orange,54,Proposition 54,Legislative Procedure Requirements,"776,875","336,377"
11/08/2016,2016 Presidential General,30,Orange,55,Proposition 55,Tax Extension for Education and Healthcare,"617,948","528,443"
11/08/2016,2016 Presidential General,30,Orange,56,Proposition 56,Cigarette Tax,"720,588","462,350"
11/08/2016,2016 Presidential General,30,Orange,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"670,417","486,313"
11/08/2016,2016 Presidential General,30,Orange,58,Proposition 58,English Proficiency. Multilingual Education.,"788,234","368,269"
11/08/2016,2016 Presidential General,30,Orange,59,Proposition 59,Corporate Political Spending Advisory Question,"504,847","577,958"
11/08/2016,2016 Presidential General,30,Orange,60,Proposition 60,Adult Film Condom Requirements,"528,435","606,001"
11/08/2016,2016 Presidential General,30,Orange,61,Proposition 61,State Prescription Drug Purchase Standards,"505,920","633,942"
11/08/2016,2016 Presidential General,30,Orange,62,Proposition 62,Repeal of Death Penalty,"461,301","698,832"
11/08/2016,2016 Presidential General,30,Orange,63,Proposition 63,Firearms and Ammunition Sales,"696,018","473,632"
11/08/2016,2016 Presidential General,30,Orange,64,Proposition 64,Marijuana Legalization,"619,701","571,646"
11/08/2016,2016 Presidential General,30,Orange,65,Proposition 65,Carryout Bag Charges,"494,805","654,338"
11/08/2016,2016 Presidential General,30,Orange,66,Proposition 66,Death Penalty Procedure Time Limits,"652,016","450,891"
11/08/2016,2016 Presidential General,30,Orange,67,Proposition 67,Ban on Single-use Plastic Bags,"500,001","661,419"
11/08/2016,2016 Presidential General,31,Placer,51,Proposition 51,K-12 and Community College Facilities,"78,339","102,363"
11/08/2016,2016 Presidential General,31,Placer,52,Proposition 52,Medi-Cal Hospital Fee Program,"109,273","68,530"
11/08/2016,2016 Presidential General,31,Placer,53,Proposition 53,Voter Approval of Revenue Bonds,"97,869","78,020"
11/08/2016,2016 Presidential General,31,Placer,54,Proposition 54,Legislative Procedure Requirements,"115,979","60,443"
11/08/2016,2016 Presidential General,31,Placer,55,Proposition 55,Tax Extension for Education and Healthcare,"91,505","88,893"
11/08/2016,2016 Presidential General,31,Placer,56,Proposition 56,Cigarette Tax,"99,418","85,656"
11/08/2016,2016 Presidential General,31,Placer,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"98,144","82,636"
11/08/2016,2016 Presidential General,31,Placer,58,Proposition 58,English Proficiency. Multilingual Education.,"117,966","63,195"
11/08/2016,2016 Presidential General,31,Placer,59,Proposition 59,Corporate Political Spending Advisory Question,"77,237","93,292"
11/08/2016,2016 Presidential General,31,Placer,60,Proposition 60,Adult Film Condom Requirements,"66,452","109,707"
11/08/2016,2016 Presidential General,31,Placer,61,Proposition 61,State Prescription Drug Purchase Standards,"65,177","111,889"
11/08/2016,2016 Presidential General,31,Placer,62,Proposition 62,Repeal of Death Penalty,"58,275","122,422"
11/08/2016,2016 Presidential General,31,Placer,63,Proposition 63,Firearms and Ammunition Sales,"81,137","102,082"
11/08/2016,2016 Presidential General,31,Placer,64,Proposition 64,Marijuana Legalization,"89,333","96,228"
11/08/2016,2016 Presidential General,31,Placer,65,Proposition 65,Carryout Bag Charges,"69,846","109,742"
11/08/2016,2016 Presidential General,31,Placer,66,Proposition 66,Death Penalty Procedure Time Limits,"106,718","66,127"
11/08/2016,2016 Presidential General,31,Placer,67,Proposition 67,Ban on Single-use Plastic Bags,"76,779","104,991"
11/08/2016,2016 Presidential General,32,Plumas,51,Proposition 51,K-12 and Community College Facilities,"3,622","5,993"
11/08/2016,2016 Presidential General,32,Plumas,52,Proposition 52,Medi-Cal Hospital Fee Program,"5,902","3,594"
11/08/2016,2016 Presidential General,32,Plumas,53,Proposition 53,Voter Approval of Revenue Bonds,"5,261","4,183"
11/08/2016,2016 Presidential General,32,Plumas,54,Proposition 54,Legislative Procedure Requirements,"5,856","3,554"
11/08/2016,2016 Presidential General,32,Plumas,55,Proposition 55,Tax Extension for Education and Healthcare,"5,144","4,481"
11/08/2016,2016 Presidential General,32,Plumas,56,Proposition 56,Cigarette Tax,"4,614","5,190"
11/08/2016,2016 Presidential General,32,Plumas,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"5,061","4,560"
11/08/2016,2016 Presidential General,32,Plumas,58,Proposition 58,English Proficiency. Multilingual Education.,"6,238","3,362"
11/08/2016,2016 Presidential General,32,Plumas,59,Proposition 59,Corporate Political Spending Advisory Question,"4,249","4,863"
11/08/2016,2016 Presidential General,32,Plumas,60,Proposition 60,Adult Film Condom Requirements,"3,149","6,025"
11/08/2016,2016 Presidential General,32,Plumas,61,Proposition 61,State Prescription Drug Purchase Standards,"3,443","6,018"
11/08/2016,2016 Presidential General,32,Plumas,62,Proposition 62,Repeal of Death Penalty,"3,008","6,586"
11/08/2016,2016 Presidential General,32,Plumas,63,Proposition 63,Firearms and Ammunition Sales,"3,152","6,510"
11/08/2016,2016 Presidential General,32,Plumas,64,Proposition 64,Marijuana Legalization,"5,101","4,669"
11/08/2016,2016 Presidential General,32,Plumas,65,Proposition 65,Carryout Bag Charges,"3,493","6,075"
11/08/2016,2016 Presidential General,32,Plumas,66,Proposition 66,Death Penalty Procedure Time Limits,"5,089","4,059"
11/08/2016,2016 Presidential General,32,Plumas,67,Proposition 67,Ban on Single-use Plastic Bags,"3,889","5,741"
11/08/2016,2016 Presidential General,33,Riverside,51,Proposition 51,K-12 and Community College Facilities,"402,662","328,295"
11/08/2016,2016 Presidential General,33,Riverside,52,Proposition 52,Medi-Cal Hospital Fee Program,"477,766","247,128"
11/08/2016,2016 Presidential General,33,Riverside,53,Proposition 53,Voter Approval of Revenue Bonds,"399,366","310,706"
11/08/2016,2016 Presidential General,33,Riverside,54,Proposition 54,Legislative Procedure Requirements,"486,563","225,979"
11/08/2016,2016 Presidential General,33,Riverside,55,Proposition 55,Tax Extension for Education and Healthcare,"434,990","290,028"
11/08/2016,2016 Presidential General,33,Riverside,56,Proposition 56,Cigarette Tax,"422,369","318,539"
11/08/2016,2016 Presidential General,33,Riverside,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"415,520","315,622"
11/08/2016,2016 Presidential General,33,Riverside,58,Proposition 58,English Proficiency. Multilingual Education.,"496,460","232,119"
11/08/2016,2016 Presidential General,33,Riverside,59,Proposition 59,Corporate Political Spending Advisory Question,"311,403","386,970"
11/08/2016,2016 Presidential General,33,Riverside,60,Proposition 60,Adult Film Condom Requirements,"381,346","337,893"
11/08/2016,2016 Presidential General,33,Riverside,61,Proposition 61,State Prescription Drug Purchase Standards,"294,471","432,797"
11/08/2016,2016 Presidential General,33,Riverside,62,Proposition 62,Repeal of Death Penalty,"256,813","459,745"
11/08/2016,2016 Presidential General,33,Riverside,63,Proposition 63,Firearms and Ammunition Sales,"387,163","331,144"
11/08/2016,2016 Presidential General,33,Riverside,64,Proposition 64,Marijuana Legalization,"384,018","341,609"
11/08/2016,2016 Presidential General,33,Riverside,65,Proposition 65,Carryout Bag Charges,"305,081","398,566"
11/08/2016,2016 Presidential General,33,Riverside,66,Proposition 66,Death Penalty Procedure Time Limits,"398,806","293,715"
11/08/2016,2016 Presidential General,33,Riverside,67,Proposition 67,Ban on Single-use Plastic Bags,"288,314","421,371"
11/08/2016,2016 Presidential General,34,Sacramento,51,Proposition 51,K-12 and Community College Facilities,"289,621","251,862"
11/08/2016,2016 Presidential General,34,Sacramento,52,Proposition 52,Medi-Cal Hospital Fee Program,"365,135","170,425"
11/08/2016,2016 Presidential General,34,Sacramento,53,Proposition 53,Voter Approval of Revenue Bonds,"280,948","247,556"
11/08/2016,2016 Presidential General,34,Sacramento,54,Proposition 54,Legislative Procedure Requirements,"345,410","184,162"
11/08/2016,2016 Presidential General,34,Sacramento,55,Proposition 55,Tax Extension for Education and Healthcare,"346,323","194,584"
11/08/2016,2016 Presidential General,34,Sacramento,56,Proposition 56,Cigarette Tax,"328,578","224,433"
11/08/2016,2016 Presidential General,34,Sacramento,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"340,742","196,109"
11/08/2016,2016 Presidential General,34,Sacramento,58,Proposition 58,English Proficiency. Multilingual Education.,"392,488","141,365"
11/08/2016,2016 Presidential General,34,Sacramento,59,Proposition 59,Corporate Political Spending Advisory Question,"248,563","260,034"
11/08/2016,2016 Presidential General,34,Sacramento,60,Proposition 60,Adult Film Condom Requirements,"232,682","288,391"
11/08/2016,2016 Presidential General,34,Sacramento,61,Proposition 61,State Prescription Drug Purchase Standards,"236,686","291,506"
11/08/2016,2016 Presidential General,34,Sacramento,62,Proposition 62,Repeal of Death Penalty,"236,158","308,045"
11/08/2016,2016 Presidential General,34,Sacramento,63,Proposition 63,Firearms and Ammunition Sales,"312,436","236,285"
11/08/2016,2016 Presidential General,34,Sacramento,64,Proposition 64,Marijuana Legalization,"300,485","253,571"
11/08/2016,2016 Presidential General,34,Sacramento,65,Proposition 65,Carryout Bag Charges,"257,530","282,453"
11/08/2016,2016 Presidential General,34,Sacramento,66,Proposition 66,Death Penalty Procedure Time Limits,"272,212","247,222"
11/08/2016,2016 Presidential General,34,Sacramento,67,Proposition 67,Ban on Single-use Plastic Bags,"276,132","266,591"
11/08/2016,2016 Presidential General,35,San Benito,51,Proposition 51,K-12 and Community College Facilities,"11,385","9,800"
11/08/2016,2016 Presidential General,35,San Benito,52,Proposition 52,Medi-Cal Hospital Fee Program,"13,658","7,451"
11/08/2016,2016 Presidential General,35,San Benito,53,Proposition 53,Voter Approval of Revenue Bonds,"10,390","10,429"
11/08/2016,2016 Presidential General,35,San Benito,54,Proposition 54,Legislative Procedure Requirements,"12,497","8,242"
11/08/2016,2016 Presidential General,35,San Benito,55,Proposition 55,Tax Extension for Education and Healthcare,"13,760","7,762"
11/08/2016,2016 Presidential General,35,San Benito,56,Proposition 56,Cigarette Tax,"13,347","8,501"
11/08/2016,2016 Presidential General,35,San Benito,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"12,802","8,661"
11/08/2016,2016 Presidential General,35,San Benito,58,Proposition 58,English Proficiency. Multilingual Education.,"15,450","6,000"
11/08/2016,2016 Presidential General,35,San Benito,59,Proposition 59,Corporate Political Spending Advisory Question,"10,360","10,079"
11/08/2016,2016 Presidential General,35,San Benito,60,Proposition 60,Adult Film Condom Requirements,"9,367","11,570"
11/08/2016,2016 Presidential General,35,San Benito,61,Proposition 61,State Prescription Drug Purchase Standards,"8,870","12,295"
11/08/2016,2016 Presidential General,35,San Benito,62,Proposition 62,Repeal of Death Penalty,"8,595","12,896"
11/08/2016,2016 Presidential General,35,San Benito,63,Proposition 63,Firearms and Ammunition Sales,"11,413","10,236"
11/08/2016,2016 Presidential General,35,San Benito,64,Proposition 64,Marijuana Legalization,"12,113","9,729"
11/08/2016,2016 Presidential General,35,San Benito,65,Proposition 65,Carryout Bag Charges,"10,005","11,181"
11/08/2016,2016 Presidential General,35,San Benito,66,Proposition 66,Death Penalty Procedure Time Limits,"10,448","10,047"
11/08/2016,2016 Presidential General,35,San Benito,67,Proposition 67,Ban on Single-use Plastic Bags,"10,803","10,597"
11/08/2016,2016 Presidential General,36,San Bernardino,51,Proposition 51,K-12 and Community College Facilities,"343,519","288,604"
11/08/2016,2016 Presidential General,36,San Bernardino,52,Proposition 52,Medi-Cal Hospital Fee Program,"420,499","206,821"
11/08/2016,2016 Presidential General,36,San Bernardino,53,Proposition 53,Voter Approval of Revenue Bonds,"347,861","269,789"
11/08/2016,2016 Presidential General,36,San Bernardino,54,Proposition 54,Legislative Procedure Requirements,"417,658","196,780"
11/08/2016,2016 Presidential General,36,San Bernardino,55,Proposition 55,Tax Extension for Education and Healthcare,"380,803","245,363"
11/08/2016,2016 Presidential General,36,San Bernardino,56,Proposition 56,Cigarette Tax,"367,042","271,911"
11/08/2016,2016 Presidential General,36,San Bernardino,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"360,649","280,341"
11/08/2016,2016 Presidential General,36,San Bernardino,58,Proposition 58,English Proficiency. Multilingual Education.,"443,431","194,336"
11/08/2016,2016 Presidential General,36,San Bernardino,59,Proposition 59,Corporate Political Spending Advisory Question,"264,942","342,537"
11/08/2016,2016 Presidential General,36,San Bernardino,60,Proposition 60,Adult Film Condom Requirements,"345,356","277,142"
11/08/2016,2016 Presidential General,36,San Bernardino,61,Proposition 61,State Prescription Drug Purchase Standards,"262,165","370,326"
11/08/2016,2016 Presidential General,36,San Bernardino,62,Proposition 62,Repeal of Death Penalty,"232,521","403,387"
11/08/2016,2016 Presidential General,36,San Bernardino,63,Proposition 63,Firearms and Ammunition Sales,"343,605","297,514"
11/08/2016,2016 Presidential General,36,San Bernardino,64,Proposition 64,Marijuana Legalization,"336,736","304,223"
11/08/2016,2016 Presidential General,36,San Bernardino,65,Proposition 65,Carryout Bag Charges,"257,999","365,208"
11/08/2016,2016 Presidential General,36,San Bernardino,66,Proposition 66,Death Penalty Procedure Time Limits,"351,127","257,972"
11/08/2016,2016 Presidential General,36,San Bernardino,67,Proposition 67,Ban on Single-use Plastic Bags,"244,938","382,306"
11/08/2016,2016 Presidential General,37,San Diego,51,Proposition 51,K-12 and Community College Facilities,"679,149","572,579"
11/08/2016,2016 Presidential General,37,San Diego,52,Proposition 52,Medi-Cal Hospital Fee Program,"860,856","371,253"
11/08/2016,2016 Presidential General,37,San Diego,53,Proposition 53,Voter Approval of Revenue Bonds,"625,016","571,650"
11/08/2016,2016 Presidential General,37,San Diego,54,Proposition 54,Legislative Procedure Requirements,"787,455","423,432"
11/08/2016,2016 Presidential General,37,San Diego,55,Proposition 55,Tax Extension for Education and Healthcare,"756,412","485,004"
11/08/2016,2016 Presidential General,37,San Diego,56,Proposition 56,Cigarette Tax,"810,089","471,616"
11/08/2016,2016 Presidential General,37,San Diego,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"832,800","410,126"
11/08/2016,2016 Presidential General,37,San Diego,58,Proposition 58,English Proficiency. Multilingual Education.,"900,575","342,557"
11/08/2016,2016 Presidential General,37,San Diego,59,Proposition 59,Corporate Political Spending Advisory Question,"615,460","549,674"
11/08/2016,2016 Presidential General,37,San Diego,60,Proposition 60,Adult Film Condom Requirements,"525,736","695,577"
11/08/2016,2016 Presidential General,37,San Diego,61,Proposition 61,State Prescription Drug Purchase Standards,"558,463","655,410"
11/08/2016,2016 Presidential General,37,San Diego,62,Proposition 62,Repeal of Death Penalty,"560,304","683,234"
11/08/2016,2016 Presidential General,37,San Diego,63,Proposition 63,Firearms and Ammunition Sales,"781,990","487,445"
11/08/2016,2016 Presidential General,37,San Diego,64,Proposition 64,Marijuana Legalization,"744,836","561,478"
11/08/2016,2016 Presidential General,37,San Diego,65,Proposition 65,Carryout Bag Charges,"598,563","646,134"
11/08/2016,2016 Presidential General,37,San Diego,66,Proposition 66,Death Penalty Procedure Time Limits,"632,762","539,907"
11/08/2016,2016 Presidential General,37,San Diego,67,Proposition 67,Ban on Single-use Plastic Bags,"660,069","603,852"
11/08/2016,2016 Presidential General,38,San Francisco,51,Proposition 51,K-12 and Community College Facilities,"253,655","126,327"
11/08/2016,2016 Presidential General,38,San Francisco,52,Proposition 52,Medi-Cal Hospital Fee Program,"297,714","77,996"
11/08/2016,2016 Presidential General,38,San Francisco,53,Proposition 53,Voter Approval of Revenue Bonds,"113,512","255,184"
11/08/2016,2016 Presidential General,38,San Francisco,54,Proposition 54,Legislative Procedure Requirements,"230,934","136,703"
11/08/2016,2016 Presidential General,38,San Francisco,55,Proposition 55,Tax Extension for Education and Healthcare,"278,685","105,114"
11/08/2016,2016 Presidential General,38,San Francisco,56,Proposition 56,Cigarette Tax,"323,192","73,408"
11/08/2016,2016 Presidential General,38,San Francisco,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"314,007","66,162"
11/08/2016,2016 Presidential General,38,San Francisco,58,Proposition 58,English Proficiency. Multilingual Education.,"330,471","49,257"
11/08/2016,2016 Presidential General,38,San Francisco,59,Proposition 59,Corporate Political Spending Advisory Question,"272,262","83,248"
11/08/2016,2016 Presidential General,38,San Francisco,60,Proposition 60,Adult Film Condom Requirements,"116,852","254,927"
11/08/2016,2016 Presidential General,38,San Francisco,61,Proposition 61,State Prescription Drug Purchase Standards,"190,823","174,206"
11/08/2016,2016 Presidential General,38,San Francisco,62,Proposition 62,Repeal of Death Penalty,"269,861","110,308"
11/08/2016,2016 Presidential General,38,San Francisco,63,Proposition 63,Firearms and Ammunition Sales,"336,849","57,278"
11/08/2016,2016 Presidential General,38,San Francisco,64,Proposition 64,Marijuana Legalization,"295,284","102,347"
11/08/2016,2016 Presidential General,38,San Francisco,65,Proposition 65,Carryout Bag Charges,"156,256","228,423"
11/08/2016,2016 Presidential General,38,San Francisco,66,Proposition 66,Death Penalty Procedure Time Limits,"115,100","247,741"
11/08/2016,2016 Presidential General,38,San Francisco,67,Proposition 67,Ban on Single-use Plastic Bags,"296,203","92,426"
11/08/2016,2016 Presidential General,39,San Joaquin,51,Proposition 51,K-12 and Community College Facilities,"123,955","94,476"
11/08/2016,2016 Presidential General,39,San Joaquin,52,Proposition 52,Medi-Cal Hospital Fee Program,"143,032","73,604"
11/08/2016,2016 Presidential General,39,San Joaquin,53,Proposition 53,Voter Approval of Revenue Bonds,"122,573","91,019"
11/08/2016,2016 Presidential General,39,San Joaquin,54,Proposition 54,Legislative Procedure Requirements,"135,856","75,267"
11/08/2016,2016 Presidential General,39,San Joaquin,55,Proposition 55,Tax Extension for Education and Healthcare,"138,308","80,547"
11/08/2016,2016 Presidential General,39,San Joaquin,56,Proposition 56,Cigarette Tax,"128,236","94,943"
11/08/2016,2016 Presidential General,39,San Joaquin,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"128,644","90,893"
11/08/2016,2016 Presidential General,39,San Joaquin,58,Proposition 58,English Proficiency. Multilingual Education.,"156,128","63,299"
11/08/2016,2016 Presidential General,39,San Joaquin,59,Proposition 59,Corporate Political Spending Advisory Question,"99,312","109,870"
11/08/2016,2016 Presidential General,39,San Joaquin,60,Proposition 60,Adult Film Condom Requirements,"104,306","110,531"
11/08/2016,2016 Presidential General,39,San Joaquin,61,Proposition 61,State Prescription Drug Purchase Standards,"91,590","125,714"
11/08/2016,2016 Presidential General,39,San Joaquin,62,Proposition 62,Repeal of Death Penalty,"78,730","139,801"
11/08/2016,2016 Presidential General,39,San Joaquin,63,Proposition 63,Firearms and Ammunition Sales,"117,335","103,864"
11/08/2016,2016 Presidential General,39,San Joaquin,64,Proposition 64,Marijuana Legalization,"115,205","107,001"
11/08/2016,2016 Presidential General,39,San Joaquin,65,Proposition 65,Carryout Bag Charges,"94,183","121,848"
11/08/2016,2016 Presidential General,39,San Joaquin,66,Proposition 66,Death Penalty Procedure Time Limits,"120,928","88,816"
11/08/2016,2016 Presidential General,39,San Joaquin,67,Proposition 67,Ban on Single-use Plastic Bags,"90,037","127,273"
11/08/2016,2016 Presidential General,40,San Luis Obispo,51,Proposition 51,K-12 and Community College Facilities,"65,309","66,651"
11/08/2016,2016 Presidential General,40,San Luis Obispo,52,Proposition 52,Medi-Cal Hospital Fee Program,"85,049","44,144"
11/08/2016,2016 Presidential General,40,San Luis Obispo,53,Proposition 53,Voter Approval of Revenue Bonds,"64,305","62,485"
11/08/2016,2016 Presidential General,40,San Luis Obispo,54,Proposition 54,Legislative Procedure Requirements,"81,766","46,400"
11/08/2016,2016 Presidential General,40,San Luis Obispo,55,Proposition 55,Tax Extension for Education and Healthcare,"78,751","52,668"
11/08/2016,2016 Presidential General,40,San Luis Obispo,56,Proposition 56,Cigarette Tax,"78,974","56,090"
11/08/2016,2016 Presidential General,40,San Luis Obispo,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"81,612","50,323"
11/08/2016,2016 Presidential General,40,San Luis Obispo,58,Proposition 58,English Proficiency. Multilingual Education.,"93,060","38,556"
11/08/2016,2016 Presidential General,40,San Luis Obispo,59,Proposition 59,Corporate Political Spending Advisory Question,"65,322","58,996"
11/08/2016,2016 Presidential General,40,San Luis Obispo,60,Proposition 60,Adult Film Condom Requirements,"49,031","78,895"
11/08/2016,2016 Presidential General,40,San Luis Obispo,61,Proposition 61,State Prescription Drug Purchase Standards,"52,606","75,601"
11/08/2016,2016 Presidential General,40,San Luis Obispo,62,Proposition 62,Repeal of Death Penalty,"56,211","75,331"
11/08/2016,2016 Presidential General,40,San Luis Obispo,63,Proposition 63,Firearms and Ammunition Sales,"69,435","63,958"
11/08/2016,2016 Presidential General,40,San Luis Obispo,64,Proposition 64,Marijuana Legalization,"78,114","57,234"
11/08/2016,2016 Presidential General,40,San Luis Obispo,65,Proposition 65,Carryout Bag Charges,"62,078","68,562"
11/08/2016,2016 Presidential General,40,San Luis Obispo,66,Proposition 66,Death Penalty Procedure Time Limits,"67,224","57,244"
11/08/2016,2016 Presidential General,40,San Luis Obispo,67,Proposition 67,Ban on Single-use Plastic Bags,"79,778","52,778"
11/08/2016,2016 Presidential General,41,San Mateo,51,Proposition 51,K-12 and Community College Facilities,"176,624","124,151"
11/08/2016,2016 Presidential General,41,San Mateo,52,Proposition 52,Medi-Cal Hospital Fee Program,"218,198","76,962"
11/08/2016,2016 Presidential General,41,San Mateo,53,Proposition 53,Voter Approval of Revenue Bonds,"121,769","167,784"
11/08/2016,2016 Presidential General,41,San Mateo,54,Proposition 54,Legislative Procedure Requirements,"175,056","114,306"
11/08/2016,2016 Presidential General,41,San Mateo,55,Proposition 55,Tax Extension for Education and Healthcare,"197,741","102,466"
11/08/2016,2016 Presidential General,41,San Mateo,56,Proposition 56,Cigarette Tax,"229,766","78,670"
11/08/2016,2016 Presidential General,41,San Mateo,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"219,323","80,908"
11/08/2016,2016 Presidential General,41,San Mateo,58,Proposition 58,English Proficiency. Multilingual Education.,"238,783","64,971"
11/08/2016,2016 Presidential General,41,San Mateo,59,Proposition 59,Corporate Political Spending Advisory Question,"183,001","99,429"
11/08/2016,2016 Presidential General,41,San Mateo,60,Proposition 60,Adult Film Condom Requirements,"117,937","174,806"
11/08/2016,2016 Presidential General,41,San Mateo,61,Proposition 61,State Prescription Drug Purchase Standards,"149,904","143,881"
11/08/2016,2016 Presidential General,41,San Mateo,62,Proposition 62,Repeal of Death Penalty,"172,643","127,762"
11/08/2016,2016 Presidential General,41,San Mateo,63,Proposition 63,Firearms and Ammunition Sales,"232,926","73,965"
11/08/2016,2016 Presidential General,41,San Mateo,64,Proposition 64,Marijuana Legalization,"195,665","115,088"
11/08/2016,2016 Presidential General,41,San Mateo,65,Proposition 65,Carryout Bag Charges,"159,462","140,187"
11/08/2016,2016 Presidential General,41,San Mateo,66,Proposition 66,Death Penalty Procedure Time Limits,"126,728","157,508"
11/08/2016,2016 Presidential General,41,San Mateo,67,Proposition 67,Ban on Single-use Plastic Bags,"202,802","96,541"
11/08/2016,2016 Presidential General,42,Santa Barbara,51,Proposition 51,K-12 and Community College Facilities,"94,945","76,790"
11/08/2016,2016 Presidential General,42,Santa Barbara,52,Proposition 52,Medi-Cal Hospital Fee Program,"117,526","50,497"
11/08/2016,2016 Presidential General,42,Santa Barbara,53,Proposition 53,Voter Approval of Revenue Bonds,"84,433","80,800"
11/08/2016,2016 Presidential General,42,Santa Barbara,54,Proposition 54,Legislative Procedure Requirements,"109,960","56,474"
11/08/2016,2016 Presidential General,42,Santa Barbara,55,Proposition 55,Tax Extension for Education and Healthcare,"107,410","63,258"
11/08/2016,2016 Presidential General,42,Santa Barbara,56,Proposition 56,Cigarette Tax,"116,814","58,745"
11/08/2016,2016 Presidential General,42,Santa Barbara,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"119,581","52,038"
11/08/2016,2016 Presidential General,42,Santa Barbara,58,Proposition 58,English Proficiency. Multilingual Education.,"126,915","45,059"
11/08/2016,2016 Presidential General,42,Santa Barbara,59,Proposition 59,Corporate Political Spending Advisory Question,"92,383","69,915"
11/08/2016,2016 Presidential General,42,Santa Barbara,60,Proposition 60,Adult Film Condom Requirements,"74,446","92,803"
11/08/2016,2016 Presidential General,42,Santa Barbara,61,Proposition 61,State Prescription Drug Purchase Standards,"83,359","82,610"
11/08/2016,2016 Presidential General,42,Santa Barbara,62,Proposition 62,Repeal of Death Penalty,"88,337","82,358"
11/08/2016,2016 Presidential General,42,Santa Barbara,63,Proposition 63,Firearms and Ammunition Sales,"110,771","62,748"
11/08/2016,2016 Presidential General,42,Santa Barbara,64,Proposition 64,Marijuana Legalization,"108,228","67,715"
11/08/2016,2016 Presidential General,42,Santa Barbara,65,Proposition 65,Carryout Bag Charges,"81,651","88,027"
11/08/2016,2016 Presidential General,42,Santa Barbara,66,Proposition 66,Death Penalty Procedure Time Limits,"76,646","85,125"
11/08/2016,2016 Presidential General,42,Santa Barbara,67,Proposition 67,Ban on Single-use Plastic Bags,"103,493","69,289"
11/08/2016,2016 Presidential General,43,Santa Clara,51,Proposition 51,K-12 and Community College Facilities,"372,953","308,913"
11/08/2016,2016 Presidential General,43,Santa Clara,52,Proposition 52,Medi-Cal Hospital Fee Program,"481,890","191,198"
11/08/2016,2016 Presidential General,43,Santa Clara,53,Proposition 53,Voter Approval of Revenue Bonds,"309,131","351,028"
11/08/2016,2016 Presidential General,43,Santa Clara,54,Proposition 54,Legislative Procedure Requirements,"444,163","214,740"
11/08/2016,2016 Presidential General,43,Santa Clara,55,Proposition 55,Tax Extension for Education and Healthcare,"453,360","227,274"
11/08/2016,2016 Presidential General,43,Santa Clara,56,Proposition 56,Cigarette Tax,"512,501","184,404"
11/08/2016,2016 Presidential General,43,Santa Clara,57,Proposition 57,Criminal Sentences & Juvenile Crime Proceedings,"480,141","201,876"
11/08/2016,2016 Presidential General,43,Santa Clara,58,Proposition 58,English Proficiency. Multilingual Education.,"504,508","165,652"
11/08/2016,2016 Presidential General,43,Santa Clara,59,Proposition 59,Corporate Political Spending Advisory Question,"388,319","242,464"
